77927.99455, 3,  -2.783,  5.307, 11.046, 4,   0.001,  0.137, -0.110, 5,  13.650,-66.000,-145.500,huangy-incar01
77928.01465, 3,  -3.324,  4.706, 10.433,huangy-incar01
77928.03476, 3,  -2.709,  4.455, 10.833,huangy-incar01
77928.05487, 3,  -1.356,  3.909, 11.094, 4,   0.182,  0.340, -0.250, 5,  14.700,-64.950,-145.500,huangy-incar01
77928.07498, 3,  -0.994,  3.264,  9.355,huangy-incar01
77928.09509, 3,  -2.074,  3.116,  7.793,huangy-incar01
77928.11519, 3,  -2.553,  3.219,  7.777, 4,   0.330,  0.359,  0.255, 5,  15.450,-66.450,-144.150,huangy-incar01
77928.13530, 3,  -1.842,  3.085,  7.671,huangy-incar01
77928.15541, 3,  -1.195,  2.943,  7.525,huangy-incar01
77928.17552, 3,  -0.699,  3.140,  7.968, 4,  -0.045,  0.281,  0.224, 5,  17.250,-67.200,-144.600,huangy-incar01
77928.19563, 3,  -0.275,  3.379,  8.234,huangy-incar01
77928.21574, 3,   0.261,  3.485,  7.312,huangy-incar01
77928.23585, 3,   0.295,  3.521,  5.806, 4,  -0.593, -0.143,  0.307, 5,  15.450,-65.700,-144.150,huangy-incar01
77928.25596, 3,  -0.273,  3.887,  4.778,huangy-incar01
77928.27607, 3,  -0.824,  4.301,  4.483,huangy-incar01
77928.29618, 3,  -1.260,  4.196,  5.152, 4,   0.176,  0.041,  0.050, 5,  14.250,-65.100,-143.550,huangy-incar01
77928.31629, 3,  -1.128,  4.052,  6.390,huangy-incar01
77928.33640, 3,  -0.723,  4.182,  7.106,huangy-incar01
77928.35650, 3,  -0.520,  4.239,  7.669, 4,  -0.264, -0.059,  0.034, 5,  16.050,-66.150,-144.000,huangy-incar01
77928.37661, 3,  -0.663,  4.369,  8.912,huangy-incar01
77928.39672, 3,  -0.699,  4.910, 10.002,huangy-incar01
77928.41684, 3,  -0.656,  5.394, 10.208, 4,  -0.317, -0.001,  0.060, 5,  13.800,-66.150,-143.100,huangy-incar01
77928.43695, 3,  -0.836,  5.705, 10.368,huangy-incar01
77928.45706, 3,  -1.564,  6.141, 11.427,huangy-incar01
