3.629536921151439027e-02,8.644678572312622031e-03,2.532505519663920346e+00,1.549923187463604080e-01,1.903234476005909726e-01,3.723697781387360628e-01,0.000000000000000000e+00,6.500000000000000222e-02,-2.523087186160450557e+01,2.253833032216522092e+00,-1.428378455823663649e-02,1.633763438239693166e-01,-4.968671980276604394e-01,2.281690491338322357e-01,-4.101186115924622122e-01,-6.663661076317825005e-01,-4.520850241475646847e-01,-9.347039283875349103e-01,-4.727575871924863393e-01,2.523876371081219122e-02,-2.525197037844425507e-01,1.491008508666099262e-02,8.672129533629226953e-04,1.346336032469366006e-01,1.068092890208919843e-01,2.185303360107136023e-02,7.142836618313565776e-03,3.668386920130761557e-03,5.606209291200031121e-04,2.844466141394878800e-03,1.987375098887092951e-03,6.209533431176647925e-03,1.714752729521662640e-03,4.348607646960401391e-02
3.879849812265331876e-02,5.404071846405113927e-02,3.290466522502865754e+00,1.664138370971913194e-01,1.728375532938068448e-01,6.421880133457481543e-01,3.555991622023139693e-03,1.250000000000000000e-01,-2.259554525643810408e+01,1.624787008211665995e+00,6.093271288843465916e-01,4.518350779416105412e-01,-6.230386173507346248e-01,6.825829827038464304e-01,-3.109389473292845096e-01,-3.418275236473583001e-01,-5.438048352480305825e-01,-7.955023222457077159e-01,-4.255181167520549201e-01,4.174400548697346919e-02,-3.219940233590505574e-02,9.247429602657768893e-03,3.626563531444856512e-04,8.781117468019956906e-02,1.297559226620888240e-01,3.624459109230624559e-02,3.443396601422062369e-03,2.660813217878283711e-03,2.871959205417163848e-04,2.002756231296094758e-03,1.687500139232007415e-03,1.072833928936972082e-02,1.306896235116095963e-03,4.009887876618645208e-02
8.135168961201501292e-02,3.929572402313568497e-02,3.260213723874695102e+00,1.792212497525346726e-01,1.708480554550855512e-01,9.456476438334538992e-01,4.077133479489412730e-03,2.225000000000000033e-01,-2.256139984866173620e+01,1.398629341868105280e+00,6.107139004422228457e-01,2.745788899134103955e-01,-6.701468344571119840e-01,2.280561696015426520e-01,-2.943609916814468597e-01,2.067122781432876449e-02,-3.876793329343486971e-01,-7.840997276971602981e-01,-2.878088696665770385e-01,1.123324663791999550e-01,5.088990269292146401e-02,7.959513006032979329e-03,6.588483716869050679e-04,2.886739799765117645e-02,1.357221772230182977e-01,4.313521485161209840e-02,4.665450889356285470e-03,2.845969346392849143e-03,7.567836928582083282e-04,9.388008629270061609e-04,1.354410432146961997e-03,2.571441969272472358e-02,1.292007886644849302e-03,3.708296980735593940e-02
9.261576971214018072e-02,3.439477256254318965e-02,3.273784383698326028e+00,1.681488305574297126e-01,1.444680476477681608e-01,1.090167289531561057e+00,5.568148706879209441e-04,2.325000000000000122e-01,-2.265696968268984435e+01,1.191187489677206779e+00,5.152927792659912631e-01,2.639919215358242921e-01,-3.174607926956890536e-01,5.281907632547466758e-01,-3.710346592121269160e-01,-1.715425601616401563e-01,-4.440026614896484536e-01,-7.501984292424549450e-01,-1.288471994342462179e-01,2.555897469456058224e-01,-1.374342526044506352e-01,8.690990878839848985e-03,4.727535738632979373e-04,3.415906973900866700e-02,1.195193391583861398e-01,4.040717043128697755e-02,3.218696776428094618e-03,5.484722055041037735e-03,7.768774716411450121e-04,8.616593762284403000e-04,1.072772675788556240e-03,2.534389202622323173e-02,1.607342119379097855e-03,3.289277690707836932e-02
8.635794743429286990e-02,3.669589644919577648e-02,3.273421369741591036e+00,1.886825924629196849e-01,1.709097385327503216e-01,1.120875931937924452e+00,4.647834613435286718e-04,2.349999999999999867e-01,-2.257276387582300359e+01,1.144648676140242349e+00,5.066988483223348050e-01,9.077733605529891836e-02,-7.763713826290564723e-01,1.051574111376822884e-01,-4.162645885603697971e-01,6.647463060179552297e-02,-2.665498113221889676e-01,-8.187350714258766482e-01,-3.585982430162624190e-01,8.254652601099457532e-02,-1.567131742427136862e-02,7.049213818346346770e-03,1.271137429814738797e-03,2.589265056691968797e-02,1.215008729115376745e-01,4.551310324218281467e-02,3.483240630891048465e-03,2.443379946345481876e-03,9.273135644751168529e-04,1.260124938446274085e-03,8.314641053616211950e-04,2.472419851340848171e-02,2.555822076290977570e-03,3.353612482332717082e-02
8.635794743429286990e-02,3.409488460891243328e-02,3.248241600552559394e+00,1.849738088335477759e-01,1.758433212714737015e-01,1.020396994770520260e+00,7.325480412215165096e-04,2.275000000000000078e-01,-2.262173621911355781e+01,1.173740385729614699e+00,4.213342286644854440e-01,2.637512994792712284e-01,-2.091211714886312689e-01,6.930934191788943322e-01,-2.590269380491841966e-01,-1.829512980628592300e-01,-4.489889175121911102e-01,-6.334448738607899587e-01,-2.213832581223236784e-01,3.248027227297179548e-02,-1.813850947965335580e-01,8.152464377533088016e-03,4.483790742918273534e-04,3.462210177650953957e-02,1.231398875279895583e-01,4.149424223329256645e-02,3.429624429911425076e-03,4.671924839281174982e-03,8.358177828243287810e-04,7.734284434448459970e-04,1.172995108925377642e-03,2.708309906600374004e-02,2.420666745009024661e-03,3.390025039997637130e-02
8.760951188986232374e-02,3.544344586198877600e-02,3.275604006216209285e+00,1.717763241925583384e-01,1.543366182934479969e-01,1.033033500926114012e+00,5.429912727470156660e-04,2.250000000000000056e-01,-2.262796255007526725e+01,1.321946061836944519e+00,6.888696394557272118e-01,3.112360565308396332e-01,-3.892242771071701135e-01,4.656904154064761547e-01,-2.327283855542646718e-01,2.571665827210081745e-02,-3.874069226827350776e-01,-7.361129777586588041e-01,-1.544241571209883923e-01,2.273024607808067921e-01,-1.429899280476832901e-01,9.395252545980552206e-03,5.523922315419888896e-04,3.216441980691598507e-02,1.124206577194260259e-01,4.544713146184279490e-02,2.969042346261786033e-03,1.772164829296536724e-03,9.846806874905778516e-04,8.989889238274192734e-04,1.933928857629826220e-03,3.536097359753180569e-02,1.758242375812730900e-03,3.171349964009174960e-02
9.386733416770963456e-02,3.265577055177393273e-02,3.270355324769820715e+00,1.779059971610904567e-01,1.740735702242046101e-01,9.634469472611461027e-01,3.893426686735905516e-04,2.225000000000000033e-01,-2.277709799526889256e+01,1.348500632655766029e+00,3.934901895023168450e-01,1.612005829619052311e-01,-4.403416583285587604e-01,3.769615229063172368e-01,-4.471206892716745318e-01,-1.663459500519863798e-01,-4.948533858176662470e-01,-6.773822649873955104e-01,-2.248928087467309822e-01,2.395617747565998712e-01,-4.408407772160935489e-02,7.657226829812565500e-03,5.288249139803343456e-04,2.845594505160997656e-02,1.256482651912247395e-01,4.689787736863133133e-02,4.282905431279581537e-03,3.057804502149582670e-03,1.012757734506657950e-03,1.233719201879677129e-03,1.655007525017138711e-03,3.128973661156981417e-02,1.371633981137529001e-03,3.479883782716674395e-02
7.759699624530663753e-02,3.288297782625248383e-02,3.241190921009264869e+00,1.680948952216057835e-01,1.845999862091858290e-01,6.348171388268700754e-01,1.256714977228814110e-02,1.000000000000000056e-01,-2.267808934491312556e+01,1.772890736210652518e+00,6.891428855950857413e-01,2.113140487977706317e-01,-1.684600360550170539e-01,5.972218231450847625e-01,-1.269005747333203649e-01,3.672444807995056681e-02,-1.437238386874822305e-01,-4.728077278842818809e-01,-1.396073408157649798e-01,1.640756120905484672e-01,6.376919788163332159e-02,8.809450064807293132e-03,4.524198280900157410e-03,4.876631235104405410e-02,1.095097766802355203e-02,9.676122071138533454e-02,1.589232177035232799e-02,8.046525560048922721e-03,7.695746879511204154e-04,1.042230130418270910e-03,2.761710977486935698e-03,8.985557899422594308e-02,1.168648693177825899e-03,3.339661032586211525e-02
5.381727158948686196e-02,6.387106718639901093e-02,3.311692119141535606e+00,1.617089120009514991e-01,1.756784944704480045e-01,6.263716277946999034e-01,5.909249166722018234e-03,1.199999999999999956e-01,-2.273676639186281534e+01,1.588012919991260485e+00,8.737639212365673202e-01,2.798489955671132345e-01,-3.149672640914410460e-01,9.674776137014253763e-01,-2.641289410385932457e-01,-1.048380088192756576e-01,1.613151802216908348e-01,3.360743805709041215e-02,-2.527781697524256188e-01,-1.396445524516313763e-01,-7.094246918430228976e-02,1.893542445683018497e-03,1.744198217040984766e-02,2.790199242922690448e-02,2.597755478781246189e-03,1.601963907225173178e-01,1.747525054054122279e-03,9.588107428575382007e-03,4.721603756554913658e-04,3.084632707294097877e-04,1.361091586170322604e-03,6.859421741259892624e-02,3.191059285989245086e-04,4.512250395210622850e-02
